scientific_name,latitude,longitude,observation_count
"Berberis ceylanica C.K.Schneid.",6.8,80.8,7
"Dioscorea alata L.",6.8,80,7
"Timonius flavescens (Jacq.) Baker",6.4,80.4,7
"Cinnamomum Schaeff.",6.8,80.6,7
"Cinnamomum Schaeff.",6.8,81,7
"Cyathea gigantea (Wall. ex Hook.) Holttum",7,81,7
"Laurencia perforata (Bory) Mont., 1840",6.9,79.8,7
"Exacum pallidum (Trimen) Klack.",6.4,80.4,7
"Acroporium Mitt.",6.8,80.5,7
"Pterocladiella caerulescens (Kütz.) Santel. & Hommers.",6,80.7,7
"Hopea jucunda Thwaites",7.3,80.6,7
"Stemonoporus acuminatus (Thwaites) Bedd.",6.6,80.5,7
"Stemonoporus oblongifolius Thwaites",6.8,80.5,7
"Stemonoporus petiolaris Thwaites",7,80.4,7
"Hemisorghum venustum (Thwaites) Clayton",6.8,80.5,7
"Urochloa decumbens (Stapf) R.D.Webster",7.3,80.6,7
"Gaertnera × gardneri Thwaites",6.8,80.5,7
"Homalanthus populifolius Graham",6.8,80.5,7
"Symplocos Jacq.",7.3,80.8,7
"Oryza rufipogon Griff.",6,80.5,7
"Mallotus Lour.",8.4,81,7
"Croton aromaticus L.",9.2,80.7,7
"Dalbergia L.f.",7.2,81.2,7
"Shorea Roxb. ex C.F.Gaertn.",6.4,80.4,7
"Gymnosphaera gigantea (Wall. ex Hook.) J.Sm.",7,81,7
"Shorea cordifolia (Thwaites) P.S.Ashton",7,80.4,7
"Shorea gardneri (Thwaites) P.S.Ashton",6.8,80.6,7
"Hopea cordifolia (Thwaites) Trimen",6.2,81.3,7
"Meliosma simplicifolia subsp. simplicifolia",7.3,80.6,7
"Semecarpus L.f.",7.3,80.6,7
"Drypetes Vahl",7.5,80.4,7
"Dysoxylum excelsum Blume",6.4,80.4,7
"Lijndenia capitellata (Arn.) K.Bremer",6.4,80.4,7
"Oryza nivara S.D.Sharma & Shastry",8.3,80.3,7
"Oryza nivara S.D.Sharma & Shastry",8.1,80.7,7
"Oryza nivara S.D.Sharma & Shastry",8,80.8,7
"Oryza nivara S.D.Sharma & Shastry",8.9,81,7
"Hemecyclia Wight & Arn.",7.6,80.7,7
"Oryza sativa L.",8,80.7,6
"Oryza sativa L.",6.7,80.8,6
"Oryza sativa L.",6.9,81,6
"Oryza sativa L.",6.8,81.4,6
"Oryza sativa L.",6.1,80.7,6
"Oryza sativa L.",7.2,80.5,6
"Oryza sativa L.",7.3,79.9,6
"Oryza sativa L.",6.1,81,6
"Oryza sativa L.",6.2,81.1,6
"Oryza sativa L.",6.6,80.6,6
"Solanum melongena L.",7.9,79.8,6
"Solanum melongena L.",6.6,80,6
"Solanum melongena L.",6.2,81.2,6
"Gloriosa superba L.",5.9,80.5,6
"Gloriosa superba L.",6,80.4,6
"Agrostistachys borneensis Becc.",6.4,80.4,6
"Nymphaea nouchali Burm.fil.",6.8,79.9,6
"Acanthus ilicifolius L.",7.3,79.8,6
"Begonia hirtella Link",7,80.4,6
"Ficus benghalensis L.",7.3,80.6,6
"Ricinus communis L.",7.3,80.6,6
"Azadirachta indica A.Juss.",6.8,80,6
"Camellia sinensis (L.) Kuntze",7,80.4,6
"Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.",6.8,80,6
"Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.",6,80.2,6
"Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.",7.2,79.9,6
"Delonix regia (Bojer ex Hook.) Raf.",6.9,79.9,6
"Terminalia catappa L.",5.9,80.5,6
"Terminalia catappa L.",6,80.2,6
"Pandanus odorifer (Forssk.) Kuntze",6,80.2,6
"Pandanus odorifer (Forssk.) Kuntze",5.9,80.5,6
"Melastoma malabathricum L.",6.8,80.1,6
"Lantana camara L.",6.5,80.9,6
"Lantana camara L.",6.2,81.2,6
"Lantana camara L.",7.9,80.7,6
"Lantana camara L.",6.8,81,6
"Lantana camara L.",6.9,79.9,6
"Nepenthes distillatoria L.",6.3,80.6,6
"Artocarpus heterophyllus Lam.",7,80.4,6
"Cerbera odollam Gaertn.",7.3,79.8,6
"Cerbera odollam Gaertn.",6,80.2,6
"Arundina graminifolia (D.Don) Hochr.",6.5,80.4,6
"Ipomoea pes-caprae (L.) R.Br.",6.3,81.4,6
"Ipomoea pes-caprae (L.) R.Br.",6.5,80,6
"Scaevola taccada (Gaertn.) Roxb.",7.3,79.8,6
"Calotropis gigantea (L.) W.T.Aiton",5.9,80.5,6
"Gliricidia sepium (Jacq.) Kunth",7.3,80.6,6
"Rhizophora apiculata Blume",8.6,81.2,6
"Sphagneticola trilobata (L.) Pruski",6.8,80,6
"Sphagneticola trilobata (L.) Pruski",5.9,80.5,6
"Macaranga peltata (Roxb.) Müll.Arg.",6.8,80,6
"Turnera ulmifolia L.",6.9,79.9,6
"Centratherum punctatum Cass.",6.9,79.9,6
"Cassia fistula L.",7.3,80.6,6
"Cassia fistula L.",8.3,80.4,6
"Cassia fistula L.",7.9,81,6
"Cocos nucifera L.",7.2,79.9,6
"Synedrella nodiflora (L.) Gaertn.",7.3,80.6,6
"Cinnamomum verum J.Presl",6.9,79.9,6
"Alstonia macrophylla Wall. ex G.Don",7.3,80.6,6
"Pilea microphylla (L.) Liebm.",6,80.2,6
"Ficus racemosa L.",6.9,79.9,6
"Clitoria ternatea L.",7.2,79.9,6
"Utricularia aurea Lour.",6.9,79.9,6
"Pontederia crassipes Mart.",6.2,81.2,6
"Coelogyne odoratissima Lindl.",6.8,80.8,6
"Dicranopteris linearis (Burm.fil.) Underw.",6.9,81.1,6
"Aegle marmelos (L.) Corrêa",7.3,80.6,6
"Dipterocarpus zeylanicus Thwaites",7.3,80.6,6
"Torenia crustacea (L.) Cham. & Schltdl.",6.8,80,6
"Episcia cupreata (Hook.fil.) Hanst.",6.4,80.5,6
"Strobilanthes viscosa (Arn. ex Nees) T.Anderson",6.8,80.5,6
"Senna auriculata (L.) Roxb.",6.3,81.5,6
"Barringtonia asiatica (L.) Kurz",7.3,79.8,6
"Barringtonia asiatica (L.) Kurz",5.9,80.6,6
"Barringtonia asiatica (L.) Kurz",7.4,79.8,6
"Dillenia suffruticosa (Griff.) Martelli",6.4,80.5,6
"Mesua ferrea L.",7.3,80.6,6
"Sesbania grandiflora (L.) Poir.",6.8,80,6
"Tamarindus indica L.",8,80.8,6
"Ruellia tuberosa L.",6.3,81.3,6
"Ruellia tuberosa L.",6.9,79.9,6
"Tridax procumbens L.",6.9,79.9,6
"Tridax procumbens L.",7.3,80.7,6
"Spermacoce remota Lam.",7.3,80.6,6
"Spermacoce remota Lam.",8,80.8,6
"Nelumbo nucifera Gaertn.",7.9,81,6
"Nelumbo nucifera Gaertn.",6.4,81.5,6
"Ixora coccinea Comm. ex Lam.",7.3,80.6,6
"Nymphaea L.",7.3,80.6,6
"Calceolaria tripartita Ruiz & Pav.",6.8,80.5,6
"Bambusa vulgaris Schrad. ex J.C.Wendl.",7.3,80.6,6
"Thespesia populnea (L.) Sol. ex Corrêa",5.9,80.5,6
"Thespesia populnea (L.) Sol. ex Corrêa",6,80.2,6
"Cleome rutidosperma DC.",6.9,79.9,6
"Exacum trinervium (L.) Druce",6.9,80.5,6
"Ageratina riparia (Regel) R.M.King & H.Rob.",6.8,80.8,6
"Ageratina riparia (Regel) R.M.King & H.Rob.",7,80.8,6
"Ulex europaeus L.",7,80.8,6
"Acalypha indica L.",6.1,81.1,6
"Urena lobata L.",6.8,80,6
"Samanea saman (Jacq.) Merr.",7.3,80.6,6
"Commelina benghalensis L.",7.3,80.6,6
"Salvadora persica L.",6.3,81.5,6
"Manilkara hexandra (Roxb.) Dubard",6.3,81.5,6
"Strobilanthes hookeri Nees",6.4,80.6,6
"Pothos scandens L.",7,80.4,6
"Alpinia abundiflora Burtt & R.M.Sm.",6.8,80.8,6
"Heterotis rotundifolia (Sm.) Jacq.-Fél.",6.4,80.4,6
"Vitex altissima L.f.",8,80.8,6
"Croton bonplandianus Baill.",7.9,81,6
"Juncus prismatocarpus R.Br.",6.8,80.5,6
"Axonopus compressus (Sw.) P.Beauv.",6.9,79.9,6
"Passiflora antioquiensis H.Karst.",7,80.8,6
"Acanthaceae",6.8,80.8,6
"Hibiscus hispidissimus Griff.",6.4,80.4,6
"Plantae",6.6,80.4,6
"Plantae",6.8,80.8,6
"Plantae",6.1,80.2,6
"Plantae",6.7,80.4,6
"Plantae",7.3,80.9,6
"Plantae",7.5,80.6,6
"Asplenium L.",7.3,80.6,6
"Lepisorus nudus (Hook.) Ching",7,80.8,6
"Osbeckia L.",7.3,80.6,6
"Talinum fruticosum (L.) Juss.",6.1,81.1,6
"Anaphalis brevifolia DC.",6.8,80.8,6
"Antrophyum plantagineum (Cav.) Kaulf.",7,81,6
"Pteris ensiformis Burm.",7.3,80.6,6
"Taenitis blechnoides (Willd.) Sw.",7,81,6
"Cyathea crinita (Hook.) Copel.",6.8,80.8,6
"Polystichum walkerae (Hook.) Sledge",7.8,80.7,6
"Hanguana anthelminthica (Blume ex Schult. & Schult.f.) Masam.",6.9,79.9,6
"Parmentiera cereifera Seem.",7.3,80.6,6
"Tritaxis glabella (Thwaites) R.Y.Yu & Welzen",7.9,80.7,6
"Andrographis echioides (L.) Nees",7.6,80.7,6
"Hymenophyllum macroglossum Bosch",6.4,80.4,6
"Exacum macranthum Arn. ex Griseb.",6.5,80.6,6
"Coleus inflatus Benth.",6.8,80.8,6
"Neurocalyx championii Benth. ex Thwaites",6.3,80.4,6
"Tropaeolum majus L.",7,80.8,6
"Vaccinium symplocifolium (Wall. ex G.Don) Alston",6.8,80.8,6
"Apocynaceae",7.3,80.6,6
"Dimocarpus longan Lour.",7,80.4,6
"Crotalaria L.",7.3,80.8,6
"Cyathea J.E.Sm.",7.5,80.7,6
"Harpullia arborea (Blanco) Radlk.",7.3,80.6,6
"Chaetocarpus castanocarpus (Roxb.) Thwaites",6.4,80.4,6
"Abelmoschus esculentus (L.) Moench",8,80.3,6
"Papillaria semitorta (Müll.Hal.) A.Jaeger",7,80.8,6
"Codium geppiorum O.C.Schmidt",6,80.4,6
"Gracilaria corticata (J.Agardh) J.Agardh",8.2,79.8,6
"Portieria hornemannii (Lyngb.) P.C.Silva, 1987",6.5,80,6
"Mallotus tetracoccus (Roxb.) Kurz",7.3,80.6,6
"Symphyodon perrottetii Mont.",7,80.8,6
"Sorghum bicolor (L.) Moench",7,81.1,6
"Sorghum bicolor (L.) Moench",8.2,80.7,6
"Sorghum bicolor (L.) Moench",8.4,80.5,6
"Oryza rhizomatis D.A.Vaughan",8.9,81,6
"Oryza rhizomatis D.A.Vaughan",8.1,80,6
"Dioscorea alata L.",7.3,80.2,6
"Dioscorea alata L.",6.8,79.9,6
"Dioscorea alata L.",7.3,80.4,6
"Dioscorea alata L.",6.2,80.2,6
"Dioscorea alata L.",8,80.2,6
"Caulerpa taxifolia (M.Vahl) C.Agardh",6,80.4,6
"Schumacheria alnifolia Hook.fil. & Thomson",6.8,80.6,6
"Halymenia durvillei Bory, 1828",6.5,80,6
"Carpopeltis maillardii (Mont. & Millardet) Chiang, 1970",6,80.7,6
"Polyopes ligulatus (Harvey ex Kütz.) De Toni, 1905",6,80.7,6
"Halimeda J.V.F.Lamouroux, 1812",6,80.4,6
"Ulva fasciata Delile",6,80.7,6
"Garnotia fuscata Thwaites",6.8,80.5,6
"Sacciolepis indica (L.) Chase",6.8,80.5,6
"Mallotus resinosus (Blanco) Merr.",7.5,80.7,6
"Nitophyllum marginatum (Harvey) J.Agardh, 1898",6,80.4,6
"Oryza rufipogon Griff.",6.9,80,6
"Hopea brevipetiolaris (Thwaites) P.S.Ashton",7.3,80.6,6
"Solanum virginianum L.",6.5,80,6
"Syzygium makul Gaertn.",6.4,80.4,6
"Sinarundinaria Nakai",6.8,80.8,6
"Eugenia insignis Thwaites",6.4,80.4,6
"Shorea trapezifolia (Thwaites) P.S.Ashton",7.9,80.4,6
"Shorea zeylanica (Thwaites) P.S.Ashton",7.3,80.6,6
"Terminalia parviflora C.Presl",6.4,80.4,6
"Stemonoporus affinis Thwaites",7.4,80.8,6
"Semecarpus L.f.",6.4,80.4,6
"Nothopegia colebrookiana (Wight) Blume",7.4,80.8,6
"Neolitsea lancifolia (Thwaites) Kosterm.",7.4,80.8,6
"Cryptocarya wightiana Thwaites",7.4,80.8,6
"Leucobryum aduncum Dozy & Molk.",7.7,80.7,6
"Memecylon cuneatum Thwaites",6.8,80.5,6
"Oryza nivara S.D.Sharma & Shastry",7,81.3,6
"Psychotria sarmentosa Blume",6,80,6
"Solanum surattense Burm.fil.",6.5,80,6
"Dioscorea esculenta (Lour.) Burkill",7.6,80.3,6
"Dioscorea esculenta (Lour.) Burkill",6.6,80.1,6
"Dioscorea Plum. ex L.",7.2,80.6,6
"Bazzania Gray",7.4,80.7,6
"Ochlandra stridula Thwaites",6.6,80.6,6
"Symplocos macrophylla Wall. ex DC.",7.6,80.7,6
"Rapanea ceylanica Mez",7.6,80.7,6
"Oryza sativa L.",5.9,80.6,5
"Oryza sativa L.",6.7,81,5
"Solanum seaforthianum Andrews",7.7,80.7,5
"Gloriosa superba L.",6.4,80.4,5
"Gloriosa superba L.",8,80.8,5
"Fimbristylis dichotoma (L.) Vahl",6.7,81.1,5
"Fimbristylis dichotoma (L.) Vahl",7.9,80.8,5
"Actephila excelsa (Dalzell) Müll.Arg.",7,79.9,5
"Nymphaea nouchali Burm.fil.",7.9,80.7,5
"Nymphaea nouchali Burm.fil.",7.9,80.6,5
"Acanthus ilicifolius L.",8.6,81.2,5
"Palaquium Blanco",6.4,80.4,5
"Symplocos elegans Thwaites",7.6,80.7,5
"Ricinus communis L.",5.9,80.5,5
"Ricinus communis L.",6.8,80,5
"Azadirachta indica A.Juss.",7.3,80.6,5
"Mangifera indica L.",6.9,79.9,5
"Mangifera indica L.",9.7,80,5
"Mangifera indica L.",6.9,79.8,5
"Calophyllum cuneifolium Thwaites",7.4,80.8,5
"Nothapodytes foetida (Wight) Sleumer",6.8,80.5,5
"Camellia sinensis (L.) Kuntze",7,81,5
"Camellia sinensis (L.) Kuntze",7,80.8,5
"Chromolaena odorata (L.) R.M.King & H.Rob.",7.9,80.7,5
"Chromolaena odorata (L.) R.M.King & H.Rob.",6,80.2,5
"Mimosa pudica L.",8,80.7,5
"Mimosa pudica L.",7.3,80.1,5
"Mimosa pudica L.",7,80.4,5
"Mimosa pudica L.",6,80.5,5
"Mimosa pudica L.",9.4,80.4,5
"Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.",6.4,80.5,5
"Terminalia catappa L.",6,80.4,5
"Pandanus odorifer (Forssk.) Kuntze",6.9,79.9,5
"Pandanus odorifer (Forssk.) Kuntze",8.7,81.2,5
"Melastoma malabathricum L.",6.7,80.5,5
"Melastoma malabathricum L.",7.6,80.7,5
"Mussaenda frondosa L.",7,80.4,5
"Lantana camara L.",7.2,80.6,5
"Miconia crenata (Vahl) Michelang.",7.4,80.8,5
"Artocarpus heterophyllus Lam.",6.9,81,5
"Cerbera odollam Gaertn.",6,80.4,5
"Ipomoea pes-caprae (L.) R.Br.",6,80.8,5
"Ipomoea pes-caprae (L.) R.Br.",6,80.4,5
"Ipomoea pes-caprae (L.) R.Br.",5.9,80.6,5
"Ipomoea pes-caprae (L.) R.Br.",6.4,80,5
"Ipomoea pes-caprae (L.) R.Br.",6.1,80.9,5
"Annona muricata L.",6.8,80,5
"Scaevola taccada (Gaertn.) Roxb.",5.9,80.5,5
"Scaevola taccada (Gaertn.) Roxb.",6,80.2,5
"Scaevola taccada (Gaertn.) Roxb.",6.5,80,5
"Scaevola taccada (Gaertn.) Roxb.",6.4,80,5
"Calotropis gigantea (L.) W.T.Aiton",6.4,81.5,5
"Calotropis gigantea (L.) W.T.Aiton",8,80.7,5
"Calotropis gigantea (L.) W.T.Aiton",6.4,81.6,5
"Calotropis gigantea (L.) W.T.Aiton",7.7,79.8,5
"Calotropis gigantea (L.) W.T.Aiton",7.3,79.8,5
"Calotropis gigantea (L.) W.T.Aiton",6.1,81.1,5
"Calotropis gigantea (L.) W.T.Aiton",7.3,80.6,5
"Calotropis gigantea (L.) W.T.Aiton",6,80.2,5
"Gliricidia sepium (Jacq.) Kunth",6.9,81,5
"Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross",6.8,81,5
"Elaeocarpus serratus L.",6.4,80.4,5
"Sphagneticola trilobata (L.) Pruski",6,80.4,5
"Macaranga peltata (Roxb.) Müll.Arg.",6.4,80.4,5
"Cyanthillium cinereum (L.) H.Rob.",6.9,79.9,5
"Cyanthillium cinereum (L.) H.Rob.",7.3,80.6,5
"Centratherum punctatum Cass.",6.9,81,5
"Eclipta prostrata (L.) L.",6.9,80,5
"Ficus diversiformis Miq.",6.4,80.5,5
"Cocos nucifera L.",7.2,80.1,5
"Cocos nucifera L.",7.3,79.9,5
"Cocos nucifera L.",6,80.3,5
"Cocos nucifera L.",7,80.4,5
"Cocos nucifera L.",6.1,80.9,5
"Senna alata (L.) Roxb.",6.9,79.9,5
"Synedrella nodiflora (L.) Gaertn.",6,80.2,5
"Cinnamomum verum J.Presl",6.8,80,5
"Pilea microphylla (L.) Liebm.",6.8,80,5
"Pilea microphylla (L.) Liebm.",6.4,80.4,5
"Clitoria ternatea L.",6.8,79.9,5
"Euphorbia hirta L.",6.8,80,5
"Areca catechu L.",6.4,80.5,5
"Cascabela thevetia (L.) Lippold",6.3,81.3,5
"Utricularia aurea Lour.",7.1,79.9,5
"Pontederia crassipes Mart.",8,80.7,5
"Pontederia crassipes Mart.",8.3,80.4,5
"Pontederia crassipes Mart.",8.4,80.4,5
"Pontederia crassipes Mart.",6.7,81.1,5
"Pontederia crassipes Mart.",7.7,79.8,5
"Terminalia arjuna (Roxb.) Wight & Arn.",6.9,79.9,5
"Rhododendron arboreum Sm.",6.9,80.8,5
"Dicranopteris linearis (Burm.fil.) Underw.",6.4,80.6,5
"Dicranopteris linearis (Burm.fil.) Underw.",6.4,80.4,5
"Osbeckia parvifolia Arn.",6.9,80.8,5
"Coffea arabica L.",7,80.4,5
"Ficus religiosa L.",7.9,80.6,5
"Artocarpus altilis (Parkinson) Fosberg",6.3,80,5
"Osbeckia octandra (L.) DC.",6.4,80.4,5
"Osbeckia octandra (L.) DC.",7.1,80.7,5
"Heliconia psittacorum L.f.",6,80.2,5
"Heliconia psittacorum L.f.",7.3,80.6,5
"Thunbergia grandiflora (Roxb. ex Rottler) Roxb.",7.3,80.6,5
"Centrosema pubescens Benth.",7.3,80.6,5
"Ceiba pentandra (L.) Gaertn.",6.4,80.5,5
"Drynaria quercifolia (L.) J.Sm.",7,81,5
"Tacca chantrieri André",7,80.4,5
"Barringtonia asiatica (L.) Kurz",6.6,79.9,5
"Barringtonia asiatica (L.) Kurz",6.1,80.1,5
"Dillenia suffruticosa (Griff.) Martelli",6.4,80,5
"Dendrophthoe falcata (L.fil.) Blume",6.4,81.5,5
"Strobilanthes pulcherrima T.Anderson",6.8,80.5,5
"Ruellia tuberosa L.",6,80.2,5
"Centella asiatica (L.) Urb.",7.3,80.6,5
"Nymphaea rubra Roxb. ex Andr.",8.3,80.1,5
"Terminalia bellirica (Gaertn.) Roxb.",7.3,80.6,5
"Nelumbo nucifera Gaertn.",7.9,80.6,5
"Nelumbo nucifera Gaertn.",6.3,81.4,5
"Nelumbo nucifera Gaertn.",6.9,79.9,5
"Nelumbo nucifera Gaertn.",8,80.7,5
"Piper nigrum L.",6.4,80.5,5
"Piper nigrum L.",7,80.4,5
"Senna tora (L.) Roxb.",6.8,80,5
"Austroeupatorium inulifolium (Kunth) R.M.King & H.Rob.",6.9,81.1,5
"Ipomoea indica (Burm.) Merr.",6.8,80.8,5
"Ipomoea indica (Burm.) Merr.",7.3,80.6,5
"Oxalis barrelieri L.",6.9,79.9,5
"Oxalis barrelieri L.",7.2,80,5
"Oxalis barrelieri L.",6,80.2,5
"Strobilanthes calycina Nees",7,80.8,5
"Moringa oleifera Lam.",6.9,79.9,5
"Thunbergia laurifolia Lindl.",6.9,79.9,5
"Impatiens leptopoda Arn.",6.9,80.8,5
"Cleome rutidosperma DC.",6.9,80,5
"Catharanthus roseus (L.) G.Don",7.3,80.6,5
"Catharanthus roseus (L.) G.Don",6.9,79.9,5
"Horsfieldia iryaghedhi (Gaertn.) Warb.",6.4,80.4,5
"Andrographis paniculata (Burm.fil.) Nees",7.6,80.7,5
"Exacum trinervium (L.) Druce",7.4,80.9,5
"Sabicea ceylanica Puff",6.4,80.4,5
"Impatiens truncata Thwaites",7.5,80.7,5
"Strobilanthes habracanthoides J.R.I.Wood",6.4,80.4,5
"Vateria copallifera (Retz.) Alston",7.1,80.5,5
"Anisophyllea cinnamomoides (Gardner & Champ.) Alston",6.4,80.4,5
"Clerodendrum paniculatum L.",6.9,79.9,5
"Solanum torvum Sw.",7.3,80.6,5
"Impatiens repens Moon",6.4,80.4,5
"Utricularia moniliformis P.Taylor",6.8,80.5,5
"Evolvulus alsinoides (L.) L.",6.3,81.5,5
"Ipomoea aquatica Forssk.",6.9,79.9,5
"Plumbago auriculata Lam.",7.3,80.6,5
"Phyllanthus urinaria L.",6.8,80,5
"Torenia fournieri Linden ex E.Fourn.",7.3,80.6,5
"Solanum pseudocapsicum L.",7,80.8,5
"Halimeda gracilis Harv. ex J.Agardh",5.9,80.5,5
"Passiflora pallida L.",7.3,80.6,5
"Theobroma cacao L.",7.3,80.7,5
"Coscinium fenestratum (Gaertn.) Colebr.",6.4,80.4,5
"Cestrum elegans (Brongn. ex Neumann) Schltdl.",7,80.8,5
"Amorphophallus paeoniifolius (Dennst.) Nicolson",6,80.5,5
"Clausena indica (Dalzell) Oliv.",7.3,80.6,5
"Caesalpinia pulcherrima (L.) Sw.",7.3,80.6,5
"Caesalpinia pulcherrima (L.) Sw.",7.2,79.8,5
"Mitragyna parvifolia (Roxb.) Korth.",8.3,80.4,5
"Salvinia × molesta D.S.Mitch.",8,80.8,5
"Aporosa lanceolata (Tul.) Thwaites",6.4,80.4,5
"Lepisanthes tetraphylla (Vahl) Radlk.",7.3,80.6,5
"Microsorum scolopendria (Burm.fil.) Copel.",7,81,5
"Nauclea orientalis (L.) L.",6.9,79.9,5
"Adiantum caudatum L.",7.3,80.6,5
"Memecylon umbellatum Burm.fil.",7.6,80.7,5
"Plantae",8.2,80.2,5
"Plantae",7.4,80.7,5
"Plantae",6.9,80.9,5
"Plantae",7.4,80.8,5
"Plantae",7.2,79.9,5
"Plantae",7.5,80.7,5
"Plantae",8.1,79.7,5
"Leptochilus decurrens Blume",7,81,5
"Asplenium nidus L.",6.6,80.7,5
"Fabaceae",7.3,80.8,5
"Pteridaceae",7.3,80.6,5
"Hibiscus L.",7.3,80.6,5
"Selaginella P.Beauv.",7.3,80.6,5
"Selaginella P.Beauv.",6.7,80.4,5
"Peltophorum pterocarpum (DC.) Backer ex K.Heyne",6.9,79.9,5
"Coldenia procumbens L.",7.2,81.6,5
"Uniyala wightiana (Arn.) H.Rob. & Skvarla",6.8,80.8,5
"Blechnum orientale L.",6.4,80.5,5
"Cajanus scarabaeoides (L.) Thouars",8.4,80.5,5
"Garnotia exaristata Gould",6.8,80.8,5
"Piper sarmentosum Roxb.",6.9,79.9,5
"Arachniodes aristata (G.Forst.) Tindale",7.3,80.6,5
"Dryopteris sparsa (D.Don) Kuntze",7.8,80.7,5
"Cyathea crinita (Hook.) Copel.",7,80.8,5
"Trigonospora obtusiloba Sledge",7.6,80.7,5
"Glochidion pycnocarpum (Müll.Arg.) Bedd.",7.2,80.7,5
"Drosera indica L.",7.6,80.8,5
"Selaginella calostachya (Hook. & Grev.) Alston",7,81,5
"Adonidia merrillii (Becc.) Becc.",7.5,80.6,5
"Hydrophylax maritima L.f.",6.1,81.1,5
"Hibiscus rosa-sinensis L.",7.3,80.6,5
"Ophioglossum costatum R.Br.",7.6,80.7,5
"Antidesma bunius (L.) Spreng.",6.8,80.9,5
"Viola pilosa Blume",6.8,80.8,5
"Halimeda opuntia (L.) J.V.Lamour.",7.9,80.8,5
"Spathoglottis plicata Blume",6.4,80.5,5
"Disporum cantoniense (Lour.) Merr.",6.8,80.8,5
"Exacum macranthum Arn. ex Griseb.",6.8,80.8,5
"Strobilanthes Blume",6.8,80.5,5
"Saraca indica L.",7.3,80.6,5
"Coleus inflatus Benth.",6.9,80.8,5
"Calophyllum inophyllum L.",6.9,79.9,5
"Neurocalyx gardneri Thwaites",6.3,80.3,5
"Croton thwaitesianus Müll.Arg.",9.4,80.1,5
"Croton thwaitesianus Müll.Arg.",8,79.9,5
"Mesua L.",7.3,80.6,5
"Dimocarpus longan Lour.",7.3,80.9,5
"Syzygium Gaertn.",7.3,80.9,5
"Parochetus communis Buch.-Ham. ex D.Don",6.8,80.8,5
"Bhesa ceylanica (Arn. ex Thwaites) Ding Hou",7.4,80.8,5
"Shorea stipularis Thwaites",6.4,80.4,5
"Abelmoschus esculentus (L.) Moench",8.4,80.5,5
"Cinnamomum sinharajaense Kosterm.",6.4,80.4,5
"Breynia retusa (Dennst.) Alston",7.3,80.6,5
"Allophylus cobbe (L.) Raeusch",7.3,80.6,5
"Diospyros oblongifolia (Thwaites) Kosterm.",7.6,80.7,5
"Osbeckia walkeri Arn.",6.8,80.8,5
"Pinalia bicolor (Lindl.) Kuntze",6.8,80.8,5
"Codium geppiorum O.C.Schmidt",5.9,80.5,5
"Bryopsis pennata J.V.Lamour.",6,80.7,5
"Bryopsis J.V.F.Lamouroux, 1809",8.2,79.8,5
"Ulva Linnaeus, 1753",8.2,79.8,5
"Ficus L.",7.3,80.6,5
"Convolvulaceae",7.3,80.6,5
"Euphorbiaceae",7,80.4,5
"Laurencia J.V.F.Lamouroux, 1813",6,80.4,5
"Laurencia J.V.F.Lamouroux, 1813",6.5,80,5
"Gracilaria corticata (J.Agardh) J.Agardh",6,80.7,5
"Agrostistachys indica Dalzell",7.4,80.5,5
"Sphagnum ceylonicum Mitt. ex Warnst.",6.8,80.8,5
"Sphagnum ceylonicum Mitt. ex Warnst.",7.6,80.7,5
"Oryza eichingeri Peter",8,80.8,5
"Oryza rhizomatis D.A.Vaughan",8.3,80.1,5
"Oryza rhizomatis D.A.Vaughan",8.8,80.4,5
"Oryza rhizomatis D.A.Vaughan",7.8,79.9,5
"Oryza L.",7.5,79.8,5
"Urochloa mutica (Forssk.) T.Q.Nguyen",7,81.1,5
"Avrainvillea amadelpha (Mont.) A.Gepp & E.S.Gepp, 1908",6,80.7,5
"Caulerpa taxifolia (M.Vahl) C.Agardh",5.9,80.5,5
"Cassine congylos Kosterm.",7.4,80.8,5
"Strobilanthes sripadensis Nilanthi, Gopallawa & Jayawardana",6.8,80.5,5
"Suaeda monoica Forssk.",8,79.8,5
"Gelidiopsis repens (Kütz.) Weber-van Bosse",6,80.7,5
"Gelidiopsis variabilis (Grev. ex J.Agardh) F.Schmitz",6,80.4,5
"Liagora J.V.F.Lamouroux, 1812",8.2,79.8,5
"Ceratodictyon variabile (J.Agardh) R.E.Norris",6,80.7,5
"Spyridia hypnoides (Bory) Papenf.",6,80.7,5
"Antidesma pyrifolium Müll.Arg.",7,80.4,5
"Stemonoporus gardneri Thwaites",6.8,80.5,5
"Casearia thwaitesii Briq.",6.8,80.5,5
"Cynodon dactylon (L.) Pers.",8.6,81.2,5
"Paspalum conjugatum P.J.Bergius",7.3,80.6,5
"Mariscus dubius (Rottb.) Kük. ex G.E.C.Fischer",7,81.1,5
"Paspalum scrobiculatum L.",7.3,80.6,5
"Eragrostis viscosa (Retz.) Trin.",7.3,80.6,5
"Arthraxon hispidus var. hispidus",6.8,80.5,5
"Macromitrium schmidii Müll.Hal.",7.3,80.8,5
